Code,Description
"1498302","Strahan, Australia: Strahan Airport"
"1498401","Santana Ramos, Colombia: Santana Ramos Airport"
"1498501","Stord, Norway: Stord Airport"
"1498601","Sarasota/Bradenton, FL: Sarasota/Bradenton Airport"
"1498602","Sarasota/Bradenton, FL: Sarasota/Bradenton International"
"1498603","Sarasota/Bradenton, FL: Sarasota/Bradenton International"
"1498701","Stony River, AK: Stony River Airport"
"1498702","Stony River, AK: Stony River Airport"
"1498801","Salisbury, NC: Rowan County"
"1498901","Sert, Libya: Sirte International"
"1498902","Sert, Libya: Sirte International"
"1499001","Santa Cruz, Bolivia: El Trompillo"
"1499002","Santa Cruz, Bolivia: El Trompillo"
"1499003","Santa Cruz, Bolivia: El Trompillo"
"1499101","Salvador, Brazil: Dois de Julho"
"1499102","Salvador, Brazil: Deputado Luis Eduardo Magalhaes"
"1499103","Salvador, Brazil: Deputado Luis Eduardo Magalhaes"
"1499201","Christiansted, Virgin Islands: Christiansted Harbor Seaplane Base"
"1499202","Christiansted, VI: Christiansted Harbor Seaplane Base"
"1499301","Sumter, SC: Shaw AFB"
"1499302","Sumter, SC: Shaw AFB"
"1499401","Malabo, Equatorial Guinea: Malabo Airport"
"1499402","Malabo, Equatorial Guinea: Malabo Airport"
"1499501","Sharm El Sheikh, Israel: Ophira"
"1499502","Sharm El Sheikh, Egypt: Sharm El Sheikh International"
"1499503","Sharm El Sheikh, Egypt: Sharm El Sheikh International"
"1499601","Brunswick, GA: Malcolm McKinnon"
"1499602","Brunswick, GA: Malcolm McKinnon"
"1499603","Brunswick, GA: Malcolm McKinnon"
"1499604","Brunswick, GA: Malcolm McKinnon"
"1499701","Sandnessjoen, Norway: Stokka"
"1499702","Sandnessjoen, Norway: Stokka"
"1499801","Santa Rosalia, Colombia: Santa Rosalia Airport"
"1499901","Sault Ste. Marie, MI: Sault Ste. Marie Metropolitan Area"
"1500001","Seoul, South Korea: Seoul AB"
"1500002","Seoul, South Korea: Seoul AB"
"1500101","Siassi, Papua New Guinea: Siassi Airport"
"1500102","Siassi, Papua New Guinea: Siassi Airport"
"1500201","Santa Teresita, Argentina: Santa Teresita Airport"
"1500202","Santa Teresita, Argentina: Santa Teresita Airport"
"1500301","Stuart Island, WA: Stuart Island Airpark"
"1500302","Stuart Island, WA: Stuart Island Airpark"
"1500401","Samsun, Turkey: Samsun Airport"
"1500501","Mbanza Congo, Angola: Mbanza Congo Airport"
"1500502","Mbanza Congo, Angola: Mbanza Congo Airport"
"1500503","Mbanza Congo, Angola: Mbanza Congo Airport"
"1500601","Stauning, Denmark: Stauning Airport"
"1500602","Stauning, Denmark: Stauning Airport"
"1500701","Santa Barbara, Venezuela: Santa Barbara Airport"
"1500801","St. Cloud, MN: St. Cloud Regional"
"1500802","St. Cloud, MN: St. Cloud Regional"
"1500901","Santo Domingo, Venezuela: Mayor Guerrero Vivas"
"1501001","Stevens Point, WI: Stevens Point Municipal"
"1501002","Stevens Point, WI: Stevens Point Municipal"
"1501101","Starkville, MS: George M. Bryan"
"1501201","St. George Island, AK: St. George Island Airport"
"1501301","Santiago, Dominican Republic: Cibao International"
"1501302","Santiago, Dominican Republic: Cibao International"
"1501401","St. Joseph, MO: Rosecrans Memorial"
"1501402","St. Joseph, MO: Rosecrans Memorial"
"1501501","Sterling, CO: Crosson Field"
"1501502","Sterling, CO: Sterling Municipal"
"1501503","Sterling, CO: Sterling Municipal"
"1501504","Sterling, CO: Sterling Municipal"
"1501601","St. Louis, MO: Lambert-St. Louis International"
"1501602","St. Louis, MO: Lambert-St. Louis International"
"1501603","St. Louis, MO: Lambert-St. Louis International"
"1501701","Santarem, Brazil: Eduardo Gomes"
"1501801","London, United Kingdom: Stansted"
"1501802","London, United Kingdom: Stansted"
"1501803","London, United Kingdom: Stansted"
"1501901","Stockholm, Sweden: Stockholm Metropolitan Area"
"1502001","Minneapolis/St. Paul, MN: St. Paul Downtown"
"1502002","Minneapolis/St. Paul, MN: St. Paul Downtown Holman Field"
"1502101","St. Marys, PA: St. Marys Municipal"
"1502201","Stuttgart, West Germany: Stuttgart Airport"
"1502202","Stuttgart, Germany: Stuttgart Airport"
"1502203","Stuttgart, Germany: Stuttgart Airport"
"1502301","Santa Rosa, CA: Charles M. Schulz - Sonoma County"
"1502302","Santa Rosa, CA: Charles M. Schulz - Sonoma County"
"1502401","Charlotte Amalie, Virgin Islands: Harry S Truman"
"1502402","Charlotte Amalie, Virgin Islands: Cyril E King"
"1502403","Charlotte Amalie, VI: Cyril E King"
"1502601","Stavropol, U.S.S.R.: Shpakovskoye"
"1502602","Stavropol, Russia: Shpakovskoye"
"1502701","Christiansted, Virgin Islands: Alexander Hamilton"
"1502702","Christiansted, VI: Alexander Hamilton"
"1502703","Christiansted, VI: Henry E. Rohlsen"
"1502704","Christiansted, VI: Henry E. Rohlsen"
"1502801","Salto, Uruguay: Nueva Hesperides International"
"1502802","Salto, Uruguay: Nueva Hesperides International"
"1502901","Santa Terezinha, Brazil: Santa Terezinha Airport"
"1503001","Stuart, FL: Witham Field"
"1503002","Stuart, FL: Witham Field"
"1503101","Surabaya, Indonesia: Juanda"
"1503201","Sundance, WY: Schloredt"
"1503301","Sturgeon Bay, WI: Door County Cherryland"
"1503302","Sturgeon Bay, WI: Door County Cherryland"
"1503401","Lamezia Terme, Italy: Lamezia Terme Airport"
"1503402","Lamezia Terme, Italy: Lamezia Terme Airport"
"1503501","Surigao, Philippines: Surigao Airport"
"1503502","Surigao, Philippines: Surigao Airport"
"1503601","Sukhumi, U.S.S.R.: Babusheri"
"1503602","Sukhumi, Georgia: Babusheri"
"1503701","Satu Mare, Romania: Satu Mare Airport"
"1503702","Satu Mare, Romania: Satu Mare Airport"
"1503703","Satu Mare, Romania: Satu Mare Airport"
"1503901","Sui, Pakistan: Sui Airport"
"1503902","Sui, Pakistan: Sui Airport"
"1504001","Sumter, SC: Sumter Airport"
"1504002","Sumter, SC: Sumter Airport"
"1504101","Sun Valley/Hailey/Ketchum, ID: Friedman Memorial"
"1504102","Sun Valley/Hailey/Ketchum, ID: Friedman Memorial"
"1504201","Sunriver, OR: Sunriver Airport"
"1504202","Sunriver, OR: Sunriver Airport"
"1504301","St. Louis, MO: Spirit of St. Louis"
"1504302","St. Louis, MO: Spirit of St. Louis"
"1504401","Sumbawanga, Tanzania: Sumbawanga Airport"
"1504402","Sumbawanga, Tanzania: Sumbawanga Airport"
"1504403","Sumbawanga, Tanzania: Sumbawanga Airport"
"1504501","Fairfield, CA: Travis AFB"
"1504502","Fairfield, CA: Travis AFB"
"1504601","Suva, Fiji: Fiji Nandi"
"1504602","Suva, Fiji: Nausori International"
"1504701","Superior, WI: Richard I Bong"
"1504801","Sioux City, IA: Sioux City Gateway"
"1504802","Sioux City, IA: Sioux Gateway/Col. Bud Day Field"
"1504803","Sioux City, IA: Sioux Gateway/Col. Bud Day Field"
"1504901","Savoonga, AK: Savoonga Airport"
"1504902","Savoonga, AK: Savoonga Airport"
"1505001","Sambava, Madagascar: Sambava Sud"
"1505002","Sambava, Madagascar: Sambava Airport"
"1505003","Sambava, Madagascar: Sambava Airport"
"1505101","Silver City/Hurley, NM: Silver City Grant County"
"1505102","Silver City/Hurley, NM: Grant County"
"1505201","St. Vincent, Saint Vincent and the Grenadines: Arnos Vale"
"1505202","St. Vincent, Saint Vincent and the Grenadines: Arnos Vale"
"1505203","St. Vincent, Saint Vincent and the Grenadines: E. T. Joshua"
"1505301","Stavanger, Norway: Sola"
"1505302","Stavanger, Norway: Sola"
"1505401","Statesville, NC: Statesville Municipal"
"1505402","Statesville, NC: Statesville Regional"
"1505501","Svolvaer, Norway: Svolvaer Helle"
"1505502","Svolvaer, Norway: Helle"
"1505601","Savonlinna, Finland: Savonlinna Airport"
"1505602","Savonlinna, Finland: Savonlinna Airport"
"1505701","Savannah, GA: Hunter AAF"
"1505702","Savannah, GA: Hunter AAF"
"1505801","Moscow, U.S.S.R.: Sheremetyevo"
"1505802","Moscow, Russia: Sheremetyevo"
"1505901","Kuito, Angola: Kuito Airport"
"1505902","Kuito, Angola: Kuito Airport"
"1505903","Kuito, Angola: Kuito Airport"
"1506001","Seville, Spain: Seville Airport"
"1506101","Stevens Village, AK: Stevens Village Airport"
"1506102","Stevens Village, AK: Stevens Village Airport"
"1506201","Savusavu, Fiji: Savusavu Airport"
"1506202","Savusavu, Fiji: Savusavu Airport"
"1506301","Sparrevohn, AK: Sparrevohn AFS"
"1506302","Sparrevohn, AK: Sparrevohn LRRS"
"1506401","Ekaterinburg, U.S.S.R.: Koltsovo"
"1506402","Ekaterinburg, Russia: Koltsovo"
"1506403","Ekaterinburg, Russia: Koltsovo"
"1506501","San Antonio, Venezuela: San Antonio del Tachira"
"1506502","San Antonio, Venezuela: San Antonio del Tachira"
"1506601","Shantou, China: Waisha"
"1506701","Shaw River, Australia: Shaw River Airport"
"1506801","Stawell, Australia: Stawell Airport"
"1506802","Stawell, Australia: Stawell Airport"
"1506901","Seward, AK: Seward Airport"
"1506902","Seward, AK: Seward Airport"
"1506903","Seward, AK: Seward Airport"
"1507001","Newburgh/Poughkeepsie, NY: Stewart International"
"1507002","Newburgh/Poughkeepsie, NY: Stewart International"
"1507201","Milan, Italy: Segrate"
"1507301","Spanish Wells, The Bahamas: Spanish Wells Airport"
"1507401","Stillwater, OK: Searcy Field"
"1507402","Stillwater, OK: Stillwater Regional"
"1507501","Sumbawa, Indonesia: Sumbawa Besar"
"1507601","Swansea, United Kingdom: Swansea Airport"
"1507602","Swansea, United Kingdom: Swansea Airport"
"1507701","Suwon, South Korea: Suwon Airport"
"1507801","Sweetwater, TX: Avenger Field"
"1507802","Sweetwater, TX: Avenger Field"
"1507901","Strasbourg, France: Strasbourg International"
"1507902","Strasbourg, France: Entzheim"
"1508001","Sale, Australia: West Sale"
"1508002","Sale, Australia: West Sale"
"1508101","Berlin, Berlin: Schonefeld"
"1508102","Berlin, Germany: Schonefeld"
"1508103","Berlin, Germany: Schonefeld"
"1508104","Berlin, Germany: Brandenburg"
"1508201","Senanga, Zambia: Senanga Airport"
"1508202","Senanga, Zambia: Senanga Airport"
"1508301","Sligo, Ireland: Sligo Airport"
"1508302","Sligo, Ireland: Sligo Airport"
"1508401","Philipsburg, Netherlands Antilles: Juliana"
"1508402","Philipsburg, Netherlands Antilles: Princess Juliana International"
"1508403","Philipsburg, Sint Maarten: Princess Juliana International"
"1508404","Philipsburg, Sint Maarten: Princess Juliana International"
"1508405","Philipsburg, Sint Maarten: Princess Juliana International"
"1508501","Sheldon Point, AK: Sheldon Point Airport"
"1508502","Sheldon Point, AK: Sheldon Point Airport"
"1508601","Soldotna, AK: Soldotna Airport"
"1508602","Soldotna, AK: Soldotna Airport"
"1508701","Srinagar, India: Srinagar Airport"
"1508702","Srinagar, India: Srinagar Airport"
"1508801","Soddu, Ethiopia: Soddu Airport"
"1508901","Sidney, NY: Sidney Municipal"
"1508902","Sidney, NY: Sidney Municipal"
"1509001","Shemya, AK: Shemya AFB"
"1509002","Shemya, AK: Eareckson AS"
"1509101","Seal Bay, AK: Seal Bay Airport"
"1509201","Sydney, Australia: Sydney International/Kingsford Smith"
"1509202","Sydney, Australia: Sydney International"
"1509301","Shelbyville/Tullahoma, TN: Bomar Field-Shelbyville Municipal"
"1509302","Shelbyville/Tullahoma, TN: Bomar Field-Shelbyville Municipal"
"1509401","Stanton, MN: Carleton"
"1509402","Stanton, MN: Stanton Airport"
"1509501","Shonai, Japan: Shonai Airport"
"1509502","Shonai, Japan: Shonai Airport"
"1509601","Syracuse, NY: Syracuse Hancock International"
"1509602","Syracuse, NY: Syracuse Hancock International"
"1509701","Saint-Yan, France: Saint-Yan Airport"
"1509702","Saint-Yan, France: Saint-Yan Airport"
"1509801","Sanya, China: Phoenix International"
"1509901","Stornoway, United Kingdom: Stornoway Airport"
"1509902","Stornoway, United Kingdom: Stornoway Airport"
"1510001","Shiraz, Iran: Shiraz International"
"1510002","Shiraz, Iran: Shiraz Shahid Dastghaib International"
"1510101","Soyo, Angola: Soyo Airport"
"1510102","Soyo, Angola: Soyo Airport"
"1510103","Soyo, Angola: Soyo Airport"
"1510201","Kuala Lumpur, Malaysia: Sultan Abdul Aziz Shah International"
"1510202","Kuala Lumpur, Malaysia: Sultan Abdul Aziz Shah International"
"1510301","Santa Cruz, Costa Rica: Santa Cruz Airport"
"1510401","Sheffield, United Kingdom: Sheffield City"
"1510501","Samsun, Turkey: Carsamba"
"1510502","Samsun, Turkey: Carsamba"
"1510601","Salzburg, Austria: Salzburg Airport"
"1510602","Salzburg, Austria: Salzburg Airport"
"1510603","Salzburg, Austria: Salzburg Airport"
"1510701","Skukuza, South Africa: Skukuza Airport"
"1510702","Skukuza, South Africa: Skukuza Airport"
"1510801","Knob Noster, MO: Whiteman AFB"
"1510901","Szombathely, Hungary: Szombathely Airport"
"1511001","Santa Paula, CA: Santa Paula Airport"
"1511002","Santa Paula, CA: Santa Paula Airport"
"1511101","San Cristobal, Mexico: San Cristobal de Las Casas"
"1511102","San Cristobal, Mexico: San Cristobal de Las Casas"
"1511201","Schwerin, Germany: Schwerin Parchim"
"1511301","Shenzhen, China: Bao'an International"
"1511302","Shenzhen, China: Bao'an International"
"1511401","Szczecin, Poland: Goleniow"
"1511402","Szczecin, Poland: Goleniow"
"1511501","Tobago, Trinidad and Tobago: Crown Point"
"1511502","Tobago, Trinidad and Tobago: Crown Point"
"1511503","Tobago, Trinidad and Tobago: A.N.R. Robinson International"
"1511601","Tacloban, Philippines: Daniel Z. Romualdez"
"1511602","Tacloban, Philippines: Daniel Z. Romualdez"
"1511701","Trinidad, CO: Las Animas County"
"1511801","Taegu, South Korea: Taegu International"
"1511901","Oran, Algeria: Tafaraoui"
"1511902","Oran, Algeria: Tafaraoui"
"1512001","Tagbilaran, Philippines: Tagbilaran Airport"
"1512002","Tagbilaran, Philippines: Tagbilaran Airport"
"1512101","Tanna Island, New Hebrides: Tanna (Lenakel)"
"1512102","Tanna Island, Vanuatu: Tanna Island Airport"
"1512201","Taiz, North Yemen: Taiz Airport"
"1512202","Taiz, Yemen: Taiz/Ganed"
"1512203","Taiz, Yemen: Taiz International"
"1512204","Taiz, Yemen: Taiz International"
"1512301","Takamatsu, Japan: Takamatsu Airport"
"1512302","Takamatsu, Japan: Takamatsu Airport"
"1512401","Tanana, AK: Ralph M Calhoun Memorial"
"1512402","Tanana, AK: Ralph M Calhoun Memorial"
"1512501","Tampico, Mexico: General Francisco Javier Mina International"
"1512502","Tampico, Mexico: General Francisco Javier Mina International"
"1512701","Qingdao, China: Liuting"
"1512801","Tapachula, Mexico: Tapachula International"
"1512901","Taranto, Italy: Grottaglie"
"1512902","Taranto, Italy: Grottaglie"
"1513001","Tashkent, U.S.S.R.: Tashkent Airport"
"1513002","Tashkent, Uzbekistan: Tashkent Yuzhny"
"1513101","Poprad-Tatry, Czechoslovakia: Poprad-Tatry Airport"
"1513102","Poprad-Tatry, Slovakia: Poprad-Tatry Airport"
"1513103","Poprad-Tatry, Slovakia: Tatry"
"1513104","Poprad-Tatry, Slovakia: Poprad-Tatry International"
"1513201","Tau, American Samoa: Tau Airport"
"1513202","Tau, TT: Tau Airport"
"1513301","Taliabu, Indonesia: Taliabu Airport"
"1513401","Tuy Hoa, Vietnam: Tuy Hoa Airport"
"1513402","Tuy Hoa, Vietnam: Tuy Hoa Airport"
"1513403","Tuy Hoa, Vietnam: Tuy Hoa Airport"
"1513501","Tabiteuea, Kiribati: Tabiteuea Airport"
"1513502","Tabiteuea, Kiribati: Tabiteuea Airport"
"1513503","Tabiteuea, Kiribati: Tabiteuea Airport"
"1513601","New Bight, The Bahamas: The Bight"
"1513701","Tableland, Australia: Tableland Airport"
"1513801","Fort Leonard Wood, MO: Forney AAF"
"1513802","Fort Leonard Wood, MO: Waynesville-St. Robert Regional Forney Field"
"1513901","Tabora, Tanzania: Tabora Airport"
"1513902","Tabora, Tanzania: Tabora Airport"
"1513903","Tabora, Tanzania: Tabora Airport"
"1514001","Tumbes, Peru: Tumbes Airport"
"1514002","Tumbes, Peru: Cap. FAP Pedro Canga Rodriguez"
"1514101","Statesboro, GA: Statesboro Municipal"
"1514102","Statesboro, GA: Statesboro-Bulloch County"
"1514201","Tbilisi, U.S.S.R.: Tbilisi International"
"1514202","Tbilisi, Georgia: Tbilisi Airport"
"1514301","Tabatinga, Brazil: Tabatinga Airport"
"1514302","Tabatinga, Brazil: Tabatinga Airport"
"1514401","Tonga Tapu, Tonga: Fua Amotu International"
"1514402","Tonga Tapu, Tonga: Fua Amotu International"
"1514501","Tabriz, Iran: Tabriz International"
"1514502","Tabriz, Iran: Tabriz International"
"1514601","Tennant Creek, Australia: Tennant Creek Airport"
"1514602","Tennant Creek, Australia: Tennant Creek Airport"
"1514701","Treasure Cay, The Bahamas: Treasure Cay Airport"
"1514702","Treasure Cay, The Bahamas: Treasure Cay Airport"
"1514801","Tucumcari, NM: Tucumcari Municipal"
"1514802","Tucumcari, NM: Tucumcari Municipal"
"1514901","Tulcea, Romania: Tulcea Airport"
"1514902","Tulcea, Romania: Delta Dunarii"
"1515001","Tocoa, Honduras: Tocoa Airport"
"1515101","Tchibanga, Gabon: Tchibanga Airport"
"1515102","Tchibanga, Gabon: Tchibanga Airport"
"1515201","Tenerife, Spain: Tenerife International"
"1515202","Tenerife, Spain: Tenerife Metropolitan Area"
"1515203","Tenerife, Spain: Tenerife Metropolitan Area"
"1515301","Tuscaloosa, AL: Tuscaloosa Regional"
"1515302","Tuscaloosa, AL: Tuscaloosa Regional"
"1515401","Tacoma, WA: McChord AFB"
"1515402","Tacoma, WA: McChord Field"
"1515501","Tehuacan, Mexico: Tehuacan Airport"
"1515502","Tehuacan, Mexico: Tehuacan Airport"
"1515601","Tumaco, Colombia: La Florida"
"1515602","Tumaco, Colombia: La Florida"
"1515701","Taba, Egypt: Taba International"
"1515702","Taba, Egypt: Taba International"
"1515703","Taba, Egypt: Taba International"
"1515801","Tacna, Peru: Tacna Airport"
"1515802","Tacna, Peru: Coronel Carlos Ciriani Santa Rosa International"
"1515901","Truth Or Consequences, NM: Truth Or Consequences Municipal"
"1515902","Truth Or Consequences, NM: Truth Or Consequences Municipal"
"1515903","Truth Or Consequences, NM: Truth Or Consequences Municipal"
"1516001","Takotna, AK: Takotna Airport"
"1516002","Takotna, AK: Takotna Airport"
"1516101","Trinidad, Colombia: San Luis de Palenque"
"1516102","Trinidad, Colombia: San Luis de Palenque"
"1516201","Trinidad, Bolivia: Teniente Jorge Henrich Arauz"
"1516301","Roxboro, NC: Person County"
"1516302","Roxboro, NC: Person County"
"1516401","Amarillo, TX: Tradewind"
"1516402","Amarillo, TX: Tradewind"
"1516501","Toledo, OH: Metcalf Field"
"1516601","Tela, Honduras: Tela Airport"
"1516602","Tela, Honduras: Tela Airport"
"1516701","Teterboro, NJ: Teterboro Airport"
"1516702","Teterboro, NJ: Teterboro Airport"
"1516801","Thisted, Denmark: Thisted Airport"
"1516802","Thisted, Denmark: Thisted Airport"
"1517001","Tetlin, AK: Tetlin Airport"
"1517002","Tetlin, AK: Tetlin Airport"
"1517003","Tetlin, AK: Tetlin Airport"
"1517101","Tatitlek, AK: Tatitlek Airport"
"1517102","Tatitlek, AK: Tatitlek Airport"
"1517301","Teptep, Papua New Guinea: Teptep Airport"
"1517302","Teptep, Papua New Guinea: Teptep Airport"
"1517401","Lajes, Portugal: Lajes Airport"
"1517402","Lajes, Portugal: Lajes Airport"
"1517501","Tete, Mozambique: Tete Chingodzi"
"1517502","Tete, Mozambique: Tete Chingodzi"
"1517601","Te Anau, New Zealand: Te Anau Airport"
"1517602","Te Anau, New Zealand: Te Anau Airport"
"1517701","Telluride, CO: Telluride Regional"
"1517702","Telluride, CO: Telluride Regional"
"1517801","Tezpur, India: Tezpur Airport"
"1517802","Tezpur, India: Tezpur Airport"
"1517901","Tefe, Brazil: Tefe Airport"
"1517902","Tefe, Brazil: Tefe Airport"
"1518001","Tufi, Papua New Guinea: Tufi Airport"
"1518002","Tufi, Papua New Guinea: Tufi Airport"
"1518101","Tenerife, Spain: Tenerife Norte"
"1518102","Tenerife, Spain: Tenerife Norte"
"1518103","Tenerife, Spain: Tenerife Norte"
"1518104","Tenerife, Spain: Tenerife Norte"
"1518201","Tarbes/Lourdes/Pyrenees, France: Tarbes-Lourdes-Pyrenees"
"1518301","Tenerife, Spain: Tenerife Sur"
"1518302","Tenerife, Spain: Tenerife Sur"
"1518303","Tenerife, Spain: Tenerife Sur"
"1518401","Titograd, Yugoslavia: Titograd International"
"1518402","Titograd, Yugoslavia: Titograd International"
"1518403","Podgorica, FRY: Podgorica Airport"
"1518404","Podgorica, Serbia and Montenegro: Podgorica Airport"
"1518405","Podgorica, Montenegro: Podgorica Airport"
"1518406","Podgorica, Montenegro: Podgorica Airport"
"1518501","Tuskegee, AL: Sharpe Field"
"1518502","Tuskegee, AL: Sharpe Field"
"1518601","Kuala Trengganu, Malaysia: Kuala Trengganu Airport"
"1518701","Tongoa, New Hebrides: Tonga"
"1518702","Tongoa, Vanuatu: Tongoa Airport"
"1518703","Tongoa, Vanuatu: Tongoa Airport"
"1518801","Tingo Maria, Peru: Tingo Maria Airport"
"1518802","Tingo Maria, Peru: Tingo Maria Airport"
"1518901","Targu Mures, Romania: Transilvania Targu Mures"
"1519001","Touggourt, Algeria: Touggourt/Sidi Mahdi"
"1519101","Tanga, Tanzania: Tanga Airport"
"1519102","Tanga, Tanzania: Tanga Airport"
"1519201","Tegucigalpa, Honduras: Toncontin International"
"1519202","Tegucigalpa, Honduras: Toncontin International"
"1519401","Tuxtla Gutierrez, Mexico: Francisco Sarabia"
"1519501","Tullahoma, TN: Northern"
"1519502","Tullahoma, TN: Tullahoma Regional Airport/William Northern Field"
"1519601","Teresina, Brazil: Teresina Airport"
"1519602","Teresina, Brazil: Senador Petronio Portella"
"1519701","Berlin, Berlin: Tempelhof"
"1519702","Berlin, Germany: Tempelhof"
"1519801","Biloela, Australia: Biloela (Thangool)"
"1519802","Biloela, Australia: Biloela (Thangool)"
"1519901","Trollhattan, Sweden: Trollhattan Vanersborg"
"1519902","Trollhattan, Sweden: Trollhattan Vanersborg"
"1520001","Thermopolis, WY: Hot Springs County Thermopolis Municipal"
"1520002","Thermopolis, WY: Hot Springs County Thermopolis Municipal"
"1520101","Tehran, Iran: Mehrabad International"
"1520102","Tehran, Iran: Mehrabad International"
"1520103","Tehran, Iran: Mehrabad International"
"1520201","Thule, Greenland: Thule Air Base"
"1520202","Thule, Greenland: Thule Air Base"
"1520301","York, PA: York Airport"
"1520302","York, PA: York Airport"
"1520401","Tahoua, Niger: Tahoua Airport"
"1520402","Tahoua, Niger: Tahoua Airport"
"1520501","Tirana, Albania: Tirana International"
"1520502","Tirana, Albania: Tirana International"
"1520601","Turiacu, Brazil: Turiacu Airport"
"1520701","Tippi, Ethiopia: Tippi Airport"
"1520801","Taif, Saudi Arabia: Taif Airport"
"1520802","Taif, Saudi Arabia: Taif Airport"
"1520803","Taif, Saudi Arabia: Taif Airport"
"1520901","Tikehau, French Polynesia: Tikehau Atoll"
"1520902","Tikehau, French Polynesia: Tikehau Airport"
"1521001","Tijuana, Mexico: Tijuana International"
"1521002","Tijuana, Mexico: General Abelardo L. Rodriguez International"
"1521101","Oklahoma City, OK: Tinker AFB"
"1521102","Oklahoma City, OK: Tinker AFB"
"1521201","Tembagapura, Indonesia: Timika"
"1521202","Tembagapura, Indonesia: Moses Kilangin"
"1521301","Tindouf, Algeria: Tindouf Airport"
"1521401","Tripoli, Libya: Tripoli International"
"1521402","Tripoli, Libya: Tripoli International"
"1521403","Tripoli, Libya: Tripoli International"
"1521501","Tinian, Northern Mariana Islands: West Tinian"
"1521502","Tinian, TT: West Tinian"
"1521503","Tinian, TT: Tinian International"
"1521601","Tirupati, India: Tirupati Airport"
"1521602","Tirupati, India: Tirupati Airport"
"1521701","Thursday Island, Australia: Thursday Island Airport"
"1521702","Thursday Island, Australia: Horn Island"
"1521801","Timaru, New Zealand: Timaru Airport"
"1521802","Timaru, New Zealand: Timaru Airport"
"1521901","Tivat, Yugoslavia: Tivat Airport"
"1521902","Tivat, FRY: Tivat Airport"
"1521903","Tivat, Serbia and Montenegro: Tivat Airport"
"1521904","Tivat, Montenegro: Tivat Airport"
"1521905","Tivat, Montenegro: Tivat Airport"
"1522001","Tacoma, WA: Tacoma Narrows"
"1522002","Tacoma, WA: Tacoma Narrows"
"1522101","Titusville, FL: Space Center Executive"
"1522102","Titusville, FL: Space Coast Regional"
"1522201","Tidjikja, Mauritania: Tidjikja Airport"
"1522202","Tidjikja, Mauritania: Tidjikja Airport"
"1522203","Tidjikja, Mauritania: Tidjikja Airport"
"1522301","Tari, Papua New Guinea: Tari Airport"
"1522302","Tari, Papua New Guinea: Tari Airport"
"1522401","Tarija, Bolivia: Tarija Airport"
"1522402","Tarija, Bolivia: Tarija Airport"
"1522501","Trujillo, Honduras: Trujillo Airport"
"1522502","Trujillo, Honduras: Trujillo Airport"
"1522601","Tyumen, U.S.S.R.: Roshchino"
"1522602","Tyumen, Russia: Roshchino"
"1522701","Ankara, Turkey: Akinci"
"1522801","Talkeetna, AK: Talkeetna Airport"
"1522802","Talkeetna, AK: Talkeetna Airport"
"1522901","Tiko, Cameroon: Tiko Airport"
"1522902","Tiko, Cameroon: Tiko Airport"
"1523001","Takoradi, Ghana: Takoradi Airport"
"1523002","Takoradi, Ghana: Takoradi Airport"
"1523101","Tenakee, AK: Tenakee Airport"
"1523201","Truckee, CA: Truckee Tahoe"
"1523301","Telukbetung, Indonesia: Branti"
"1523302","Bandar Lampung, Indonesia: Branti"
"1523401","Takhli, Thailand: Takhli Airport"
"1523402","Takhli, Thailand: Takhli Airport"
"1523501","Tokeen, AK: Tokeen Airport"
"1523601","Tok, AK: Tok Airport"
"1523602","Tok, AK: Tok Junction"
"1523701","Truk, Palau District (TTPI): Truk International"
"1523702","Truk, Federated States of Micronesia: Truk International"
"1523703","Chuuk, Federated States of Micronesia: Chuuk International"
"1523704","Chuuk, Federated States of Micronesia: Chuuk International"
"1523801","Taku Lodge, AK: Taku Seaplane Base"
"1523901","Tikal, Guatemala: Tikal Airport"
"1524001","Kigoma, Tanzania: Kigoma Airport"
"1524002","Kigoma, Tanzania: Kigoma Airport"
"1524101","Thakurgaon, Bangladesh: Thakurgaon Stol Port"
"1524102","Thakurgaon, Bangladesh: Thakurgaon Stol Port"
"1524103","Thakurgaon, Bangladesh: Thakurgaon Stol Port"
"1524201","Tokushima, Japan: Tokushima Airport"
"1524202","Tokushima, Japan: Tokushima Airport"
"1524301","Tak, Thailand: Tak Airport"
"1524302","Tak, Thailand: Tak Airport"
"1524401","Turku, Finland: Turku Airport"
"1524402","Turku, Finland: Turku Airport"
"1524501","Teller, AK: Teller Airport"
"1524502","Teller, AK: Teller Airport"
"1524601","Toluca, Mexico: Licenciado Adolfo Lopez Mateos International"
"1524701","Tulear, Madagascar: Tulear Airport"
"1524702","Tulear, Madagascar: Tulear Airport"
"1524801","Telida, AK: Telida Airport"
"1524802","Telida, AK: Telida Airport"
"1524901","Tallahassee, FL: Tallahassee Regional"
"1524902","Tallahassee, FL: Tallahassee Regional"
"1525001","Tatalina, AK: Tatalina AFS"
"1525002","Tatalina, AK: Tatalina LRRS"
"1525003","Tatalina, AK: Tatalina LRRS"
"1525201","Tallinn, U.S.S.R.: Ulemiste"
"1525202","Tallinn, Estonia: Ulemiste"
"1525203","Tallinn, Estonia: Lennart Meri Tallinn"
"1525204","Tallinn, Estonia: Lennart Meri Tallinn"
"1525205","Tallinn, Estonia: Lennart Meri Tallinn"
"1525301","Tlemcen, Algeria: Zenata-Messali El Hadj"
"1525302","Tlemcen, Algeria: Zenata-Messali El Hadj"
